files.file_name	datasets.title	files.data_modality	files.reference_genome	ollama_model	response_time
r54329U_20220916_161107_C01_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	148.96
m84091_230802_180324_s3.hifi_reads.bc1003.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	116.15
10_12_21_R941_HG02056_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	117.36
m64136_200830_075556.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	158.32
HNRNPH1-BG293LV04-37_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh37	llama3.2	97.9
HG01891.maternal.GRCh38_no_alt.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	133.01
07_13_21_R941_HG01255_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	150.89
08_17_21_R941_HG02809_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	hg19	llama3.2	148.53
07_20_21_R941_HG03804_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	144.65
05_24_22_R941_HG03458_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	144.43
m84091_231120_193041_s3.hifi_reads.bc1020.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	188.52
m64457e_220829_104034-bc2052.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	113.83
HG02886.maternal.CHM13Y_EBV.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	116.46
m84046_230703_225306_s4.hifi_reads.bc2063.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	140.11
HG02109.paternal.hap2.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	131.66
m84091_231004_192043_s3.fail_reads.bc1019.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	131.13
m84046_230630_233157_s3.bc2052--bc2052.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	143.83
m64043_200606_175618.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	155.93
HG00621.CHM13Y_EBV.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	98.98
m64136_201014_213617.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	149.77
m64136_220617_195203-bc1010_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	127.59
12_08_21_R941_HG02523_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	116.56
m84081_231222_101332_s2.fail_reads.bc2029.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	164.68
HG00735_aligned_CHM13v1Y_winnowmap.sorted.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	151.63
HG01978.paternal.ont.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	151.59
HG00735.paternal.GRCh38_no_alt.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	1669.67
m64055e_210831_160520.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	131.92
HG03579.maternal.GRCh38_no_alt.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	144.12
m64076_210601_061523.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	161.38
m84005_220919_232112_s2.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	142.82
m84046_230617_040148_s2.hifi_reads.default.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	114.53
m64136_210622_163607.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	182.3
HG02109.f1_assembly_v2_genbank.hap1.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	123.5
m64043_210429_180715_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	92.97
m84046_230718_223822_s1.hifi_reads.bc2087.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	114.84
m84081_231124_024327_s3.fail_reads.bc2091.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	117.89
07_27_21_R941_HG03654_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	158.31
m64334e_220429_152228.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	96.46
m64055e_220729_170145.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	134.02
m84081_230628_201157_s4.fail_reads.bc1018.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	98.56
04_11_23_R941_HG00735_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	unknown	llama3.2	189.24
m64055e_220817_094430_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	115.29
m54306Ue_210725_040349.hifi_reads.bam	ANVIL_HPRC	genomic	unknown	llama3.2	154.02
r54329U_20211109_001132_C01.reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	116.46
m64136_210723_184622.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	124.83
m64076_220912_140850-bc2056.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	199.35
SNRNP48-BGRSDLV04-34_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	unknown	llama3.2	157.56
m64076_220910_174812-bc2056.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	133.27
HG02257_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	103.1
HG03540.CHM13Y_EBV.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	1251.12
HG01175.paternal.ont.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	92.91
m84091_231120_185935_s2.fail_reads.bc1016.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	107.41
05_24_22_R941_GM19468_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	189.49
r64076_20220927_212043_C01_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	146.16
m64055e_220821_033925.ccs.bam_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	184.7
HG01952.GRCh38_no_alt.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	122.53
m64043_210408_174112.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	115.25
r54329U_20220203_053509_A01_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	123.91
HG01361.f1_assembly_v2_genbank.hap1.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	102.96
m54329U_200612_200443.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	112.25
m84046_230720_185410_s2.hifi_reads.bc2006.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	168.3
06_28_22_R941_HG00323_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	135.33
m64043_200623_060946.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	121.35
m84081_231124_021221_s2.hifi_reads.default.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	168.99
r54329U_20210507_223310_A01-bc1009_BAK8A_OA_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	97.74
HG01928.hifiasm_pat.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	141.78
m54306Ue_220422_144937.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	114.41
m64043_200316_214923.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	166.68
m64136_220728_160902-bc1020.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	129.23
m84091_231120_182829_s1.fail_reads.bc1017.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	170.01
ZNF317-BGRSDLV02-79dox_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	130.62
ZNF473-BGRSDTLV02-91doxtot_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	133.47
m84046_230722_183401_s4.fail_reads.bc2080.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	206.09
HG01358_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	140.42
NA18906.paternal.hifi.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	204.48
CNOT4-BGRSLV02-70_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	128.4
m64043_200413_102554.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	116.54
IRF2BP1-BGRSLV04-11_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	150.48
r64076_20210527_230233_B01_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	108.6
11_15_22_R1041_Duplex_HG002_9_duplex_splitduplex_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	170.65
m54306Ue_220327_160600_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	119.17
m64043_210622_163331.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	177.54
11_15_22_R1041_Duplex_HG002_6_Dorado_v0.1.1_400bps_sup_stereo_duplex_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	118.85
02_17_22_R941_HG01074_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	100.02
HG03516.f1_assembly_v2_genbank.hap1.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	124.62
m54329U_220905_144015-bc2055.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	138.86
HG02886.maternal.ont.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	95.11
HG03453.f1_assembly_v2_genbank.hap1.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	206.8
HG00735.diploid.f1_assembly_v2_genbank.hifi.winnowmap_v2.03.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	232.5
m84046_230728_202047_s3.fail_reads.bc2089.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	179.5
HG01243.maternal.CHM13Y_EBV.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	181.64
m64043_211115_222749-bc1003.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	167.34
m84081_231112_030942_s3.hifi_reads.bc2078.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	98.67
SCAF8-BG293LV06-52_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	141.06
07_27_21_R941_HG01934_4_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	hg19	llama3.2	209.93
07_13_21_R941_HG00706_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	208.53
m84081_230715_213648_s3.fail_reads.bc1010.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	916.85
HG02257.f1_assembly_v2_genbank.hap1.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	114.47
m64055e_220902_174345.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	135.81
m84081_231117_211338_s4.hifi_reads.bc2087.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	142.5
m64330e_220823_081200.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	112.51
ERI2-BGRSDLV03-16dox_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	205.94
12_7_22_R941_HG01891_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	155.2
07_13_21_R941_HG02071_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	unknown	llama3.2	158.16
HG03471_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	176.82
m64334e_220823_095812_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	226.98
HG01175_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	138.92
HG01243vGRCh38_wm_PBCCS.sort.bam	ANVIL_T2T	genomic	GRCh38	llama3.2	125.61
m84046_230531_221339_s3.fail_reads.bc2056.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	158.54
m84081_231117_193129_s1.hifi_reads.bc2088.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	167.3
09_27_2022_R941_GM19043_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	161.44
m64136_210531_083342.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	156.31
HNRNPH1-BG293LV04-38_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	187.33
08_10_21_R941_HG01099_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	153.19
05_24_22_R941_GM19391_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	215.88
m64136_210317_200525.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	142.28
HG01175_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	106.31
m64136_210728_163638.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	153.88
1_3_23_R1041_Duplex_HG002_2_Dorado_v0.1.1_400bps_sup_stereo_duplex_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	179.26
11_15_22_R1041_Duplex_HG002_5_Dorado_v0.1.1_400bps_sup_stereo_duplex_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	117.34
m64043_200516_230634.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	124.35
m54306Ue_210713_140744.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	149.98
05_24_22_R941_GM19338_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	163.14
m64076_210703_103644.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	93.9
m84091_230905_195701_s2.hifi_reads.bc1018.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	120.55
m84046_230707_192442_s1.hifi_reads.default.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	176.07
m84081_230721_185800_s3.hifi_reads.bc2025.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	194.72
m84046_230712_231732_s2.fail_reads.bc2061.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	127.99
HG02080vCHM13_20200921_wm_PBCCS.sort.bam	ANVIL_T2T	genomic	T2T-CHM13	llama3.2	188.38
02_15_22_R941_HG03239_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	147.03
SEC23B-BGRSLV06-37_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh37	llama3.2	142.88
HG00741.f1_assembly_v2.hap2.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	117.54
m84091_231120_182829_s1.fail_reads.unassigned.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	109.66
HG03579.maternal.ont.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	132.62
HG02080.maternal.ont.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	202.8
CISD1-BGRSLV03-11_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	141.86
11_15_22_R1041_Duplex_HG002_1_duplex_splitduplex.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	101.54
r54329U_20220901_220229_D01_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	95.32
HG02622.paternal.hap1.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	140.83
m64076_220518_191414-bc2018.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	230.57
HG01952.paternal.GRCh38_no_alt.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	146.58
m64076_220902_143723-bc2054.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	121.23
08_10_22_R941_GM19120_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	223.54
HG02630_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	107.74
08_03_21_R941_HG01960_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	154.5
HG01361.maternal.ont.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	113.36
m64457e_220904_135104-bc2053.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	152.32
m84046_230517_211630_s4.hifi_reads.bc2052.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	146.33
m84081_231117_204232_s3.fail_reads.bc2088.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	128.19
m54329U_200130_064539.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	169.07
m84081_231222_081401_s1.fail_reads.bc2026.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	140.19
m64334e_220415_144515.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	119.91
HG01978_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	101.54
UBR7-BGRSLV04-62_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	138.31
02_08_22_R941_HG02258_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	136.7
11_15_22_R1041_Duplex_HG002_9_duplex_splitduplex_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	100.42
m64043_220701_181144-bc1011_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	181.41
HG00733.hifiasm_mat.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	135.52
m64136_200627_000247.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	108.21
m84081_230630_204121_s4.hifi_reads.bc1012.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	125.27
HG01361.maternal.GRCh38_no_alt.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	200.17
m54306Ue_210819_153346.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	132.27
HG002_aligned_GRCh38_winnowmap.sorted.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	196.89
06_28_22_R941_HG00323_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	142.87
MBNL2-BGRSLV06-5_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	139.4
m84081_230721_182654_s2.hifi_reads.bc1022.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	104.06
02_15_22_R941_HG02514_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	147.97
ZMAT3-BG293LV05-54_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	114.57
CPSF4-BGRSDLV03-12dox_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	unknown	llama3.2	228.61
r54329U_20211105_212124_A01_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	114.39
m84081_231117_204232_s3.fail_reads.bc2082.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	114.69
09_14_22_R941_HG00099_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	142.05
03_14_23_R941_HG01952_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	hg19	llama3.2	212.35
HG002_1_Dorado_R1041_UL_400bps_sup.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	153.4
RFFL-BGRSLV04-48_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	180.54
12_08_21_R941_HG02027_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	unknown	llama3.2	154.18
m84081_231117_193129_s1.hifi_reads.bc2082.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	142.54
HG00438_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	86.08
06_22_21_R941_HG02135_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	101.62
ZNF22-BGRSLV02-36_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	182.8
HG02257.paternal.hap1.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	109.62
APEX2-BGRSLV03-5_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	221.23
m64076_210525_000003.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	133.53
CPSF4-BGRSDLV03-10_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	212.88
m64055e_220304_184221_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	124.56
07_13_21_R941_HG00544_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	137.31
m54329U_200310_015838.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	108.7
m64043_200713_062240.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	97.11
m64136_200621_234916.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	124.13
m84091_231120_182829_s1.fail_reads.bc1019.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	297.37
m64043_210927_090130_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	119.55
SCAF8-BG293LV04-72_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	134.85
m64043_210420_151018.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	120.48
HG02630_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	124.28
HG03579.hifiasm_pat.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	108.7
m64043_200414_165107.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	142.5
LYAR-BGRSLV04-18_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	hg19	llama3.2	147.28
HG01928_aligned_CHM13v1Y_winnowmap.sorted.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	181.05
HG02622.maternal.GRCh38_no_alt.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	95.9
07_27_21_R941_HG03688_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	106.85
U2AF1-BGRSDLV04-8dox_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	96.18
m84091_231211_215746_s3.fail_reads.bc1008.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	114.07
09_27_2022_R941_GM19043_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	116.52
m64136_200612_201033.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	97.36
HG00673.paternal.CHM13Y_EBV.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	183.39
TEX13A-BGRSDLV04-95dox_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	hg19	llama3.2	135.99
m84081_230715_203436_s1.hifi_reads.bc1010.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	113.08
HG03492vGRCh38_wm_PBCCS.sort.bam	ANVIL_T2T	genomic	GRCh38	llama3.2	138.12
HG02723.CHM13Y_EBV.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	104.1
SNRPA-BG293LV06-110B_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	112.36
m84091_231211_215746_s3.hifi_reads.unassigned.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	301.84
10_12_21_R941_HG02015_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	154.13
08_10_22_R941_GM20805_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	227.34
09_14_22_R941_GM19087_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	95.73
09_27_2022_R941_HG03742_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh37	llama3.2	197.01
HG02055vCHM13_20200921_wm_PBCCS.sort.bam	ANVIL_T2T	transcriptomic	T2T-CHM13	llama3.2	112.33
m84091_230905_195701_s2.fail_reads.bc1018.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	103.61
08_17_21_R941_HG01496_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	117.17
HG01123_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	111.62
m64334e_220304_185513.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	227.13
m84046_230721_192545_s2.hifi_reads.bc2090.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	161.2
